Date,Open,High,Low,Close,Adj Close,Volume
22/01/2019,53.73,54.240002,51.799999,52.57,52.57,951158
23/01/2019,52.950001,53.639999,51.860001,52.619999,52.619999,702866
24/01/2019,52.450001,53.470001,52.07,53.130001,53.130001,714415
25/01/2019,53.169998,53.939999,52.91,53.689999,53.689999,593385
28/01/2019,53.560001,53.639999,51.330002,51.990002,51.990002,650667
29/01/2019,52.119999,53.93,51.84,53.310001,53.310001,660527
30/01/2019,53.240002,54.93,53.09,54.23,54.23,731312
31/01/2019,54.279999,55.369999,53.619999,53.790001,53.790001,718650
01/02/2019,54.009998,55.66,53.369999,55.259998,55.259998,689566
04/02/2019,55.32,55.75,53.290001,54.560001,54.560001,622472
05/02/2019,54.860001,55.209999,53.470001,53.66,53.66,609756
06/02/2019,53.73,54.299999,52.860001,54.009998,54.009998,606720
07/02/2019,53.939999,54.209999,51.799999,52.639999,52.639999,749010
08/02/2019,52.59,52.990002,52.080002,52.720001,52.720001,621003
11/02/2019,52.66,52.779999,51.23,52.41,52.41,750242
12/02/2019,52.470001,54.049999,52.290001,53.099998,53.099998,708312
13/02/2019,53.349998,54.599998,53.27,53.900002,53.900002,706552
14/02/2019,53.959999,54.68,53.080002,54.41,54.41,623546
15/02/2019,54.48,55.869999,54.240002,55.59,55.59,276907
19/02/2019,55.779999,56.330002,55.290001,56.09,56.09,153728
20/02/2019,55.939999,57.549999,55.48,56.919998,56.919998,685111
21/02/2019,57.240002,57.610001,56.639999,56.959999,56.959999,546202
22/02/2019,56.84,57.810001,56.709999,57.259998,57.259998,513439
25/02/2019,57.169998,57.529999,55.080002,55.48,55.48,723012
26/02/2019,55.459999,56.080002,55.02,55.5,55.5,538919
27/02/2019,55.950001,57.389999,55.720001,56.939999,56.939999,577227
28/02/2019,57,57.43,56.43,57.220001,57.220001,496678
01/03/2019,57.220001,57.880001,55.57,55.799999,55.799999,684186
04/03/2019,55.830002,57,55.810001,56.59,56.59,549396
05/03/2019,56.450001,57.189999,56.09,56.560001,56.560001,538399
06/03/2019,56.279999,56.400002,55.419998,56.220001,56.220001,637677
07/03/2019,56.200001,56.990002,56.080002,56.66,56.66,628824
08/03/2019,56.43,56.509998,54.52,56.07,56.07,747358
11/03/2019,56.07,57.009998,55.959999,56.790001,56.790001,597156
12/03/2019,56.759998,57.549999,56.740002,56.869999,56.869999,652798
13/03/2019,57.09,58.48,57.009998,58.259998,58.259998,610616
14/03/2019,58.349998,58.740002,58,58.610001,58.610001,567604
15/03/2019,58.509998,58.950001,57.740002,58.52,58.52,507393
18/03/2019,58.450001,59.23,58.049999,59.09,59.09,157241
19/03/2019,59.009998,59.57,58.619999,59.029999,59.029999,114822
20/03/2019,59.02,60.119999,58.389999,59.830002,59.830002,786342
21/03/2019,59.990002,60.389999,59.66,59.98,59.98,655380
22/03/2019,59.869999,60.07,58.279999,59.040001,59.040001,738840
25/03/2019,58.98,59.349998,58.169998,58.82,58.82,705399
26/03/2019,59.119999,60.380001,59.040001,59.939999,59.939999,685988
27/03/2019,60.029999,60.220001,58.810001,59.41,59.41,732150
28/03/2019,59.400002,59.560001,58.200001,59.299999,59.299999,712209
29/03/2019,59.529999,60.73,59.41,60.139999,60.139999,705559
01/04/2019,60.240002,61.799999,60.130001,61.59,61.59,670808
02/04/2019,61.810001,62.75,61.599998,62.580002,62.580002,793227
03/04/2019,62.639999,62.990002,62.049999,62.459999,62.459999,799672
04/04/2019,62.5,62.77,61.889999,62.099998,62.099998,684973
05/04/2019,62.18,63.34,61.82,63.080002,63.080002,686862
08/04/2019,63.330002,64.480003,63.130001,64.400002,64.400002,895767
09/04/2019,64.400002,64.790001,63.68,63.98,63.98,790677
10/04/2019,64.220001,64.699997,64.050003,64.610001,64.610001,722216
11/04/2019,64.480003,64.489998,63.310001,63.580002,63.580002,760504
12/04/2019,63.709999,64.650002,63.66,63.889999,63.889999,625588
15/04/2019,63.759998,63.84,63.029999,63.400002,63.400002,555858
16/04/2019,63.57,64.370003,62.990002,64.050003,64.050003,547469
17/04/2019,64.32,64.610001,63.66,63.759998,63.759998,235376
18/04/2019,63.75,64.160004,63.459999,64,64,148238
22/04/2019,64,65.919998,64,65.699997,65.699997,763527
23/04/2019,65.75,66.599998,65.580002,66.300003,66.300003,700598
24/04/2019,66.169998,66.43,65.660004,65.889999,65.889999,678386
25/04/2019,65.809998,66.279999,64.900002,65.209999,65.209999,603001
26/04/2019,65.129997,65.18,62.279999,63.299999,63.299999,1000836
29/04/2019,62.950001,63.689999,62.459999,63.5,63.5,654076
30/04/2019,63.580002,64.75,63.299999,63.91,63.91,750494
01/05/2019,63.400002,63.93,62.77,63.599998,63.599998,676872
02/05/2019,63.610001,63.68,60.950001,61.810001,61.810001,914661
03/05/2019,61.549999,62.52,61.299999,61.939999,61.939999,646866
06/05/2019,61.43,62.950001,60.040001,62.25,62.25,768810
07/05/2019,62.169998,62.490002,60.66,61.400002,61.400002,842810
08/05/2019,61.439999,62.369999,61.07,62.119999,62.119999,791769
09/05/2019,62.02,62.209999,60.919998,61.700001,61.700001,769583
10/05/2019,61.639999,62.490002,61.419998,61.66,61.66,786494
13/05/2019,61.650002,63.330002,60.639999,61.040001,61.040001,1003106
14/05/2019,60.860001,62.110001,60.689999,61.779999,61.779999,751668
15/05/2019,61.369999,62.34,60.849998,62.02,62.02,723001
16/05/2019,62.119999,63.48,62.080002,62.869999,62.869999,545679
17/05/2019,63.119999,63.639999,62.52,62.759998,62.759998,215802
20/05/2019,63.529999,63.810001,62.450001,63.099998,63.099998,131888
21/05/2019,63.279999,63.599998,62.75,62.990002,62.990002,641680
22/05/2019,62.639999,62.779999,61.029999,61.419998,61.419998,766728
23/05/2019,61.27,61.290001,57.330002,57.91,57.91,1108052
24/05/2019,58.209999,59.099998,57.5,58.630001,58.630001,758099
28/05/2019,58.939999,59.57,58.130001,59.139999,59.139999,1020323
29/05/2019,59.07,59.139999,56.880001,58.810001,58.810001,1124959
30/05/2019,59.119999,59.700001,56.330002,56.59,56.59,842281
31/05/2019,56.459999,56.610001,53.049999,53.5,53.5,1031488
03/06/2019,53.419998,54.630001,52.110001,53.25,53.25,984308
04/06/2019,52.889999,53.779999,52.43,53.48,53.48,831625
05/06/2019,52.860001,53.41,50.599998,51.68,51.68,943186
06/06/2019,51.66,53.299999,51.169998,52.59,52.59,790067
07/06/2019,53.099998,54.32,52.619999,53.990002,53.990002,828133
10/06/2019,54.240002,54.84,53.049999,53.259998,53.259998,687146
11/06/2019,53.43,54.040001,52.91,53.27,53.27,642940
12/06/2019,53.040001,53.049999,50.720001,51.139999,51.139999,786105
13/06/2019,51.07,53.450001,50.919998,52.279999,52.279999,945024
14/06/2019,52.18,52.98,51.700001,52.509998,52.509998,574229
17/06/2019,52.5,52.740002,51.580002,51.93,51.93,397868
18/06/2019,51.950001,54.310001,51.5,53.900002,53.900002,181640
19/06/2019,54.09,54.419998,53.279999,53.759998,53.759998,122838
20/06/2019,54.119999,57.02,54.110001,56.650002,56.650002,854514
21/06/2019,57.259998,57.98,56.66,57.43,57.43,676047
24/06/2019,57.720001,58.220001,56.75,57.900002,57.900002,597164
25/06/2019,57.740002,58.84,57.200001,57.830002,57.830002,673140
26/06/2019,58.84,59.93,58.650002,59.380001,59.380001,686817
27/06/2019,59.27,59.73,58.610001,59.43,59.43,531405
28/06/2019,59.220001,59.799999,57.75,58.470001,58.470001,556101
01/07/2019,59.27,60.279999,58.34,59.09,59.09,674887
02/07/2019,59.139999,59.43,56.09,56.25,56.25,878938
03/07/2019,56.490002,57.48,56.040001,57.34,57.34,600131
05/07/2019,57.380001,57.82,56.290001,57.509998,57.509998,698015
08/07/2019,57.77,58.459999,57.299999,57.66,57.66,540861
09/07/2019,57.560001,59.099998,57.290001,57.830002,57.830002,551872
10/07/2019,58.400002,60.529999,58.349998,60.43,60.43,690656
11/07/2019,60.439999,60.939999,60.139999,60.200001,60.200001,573019
12/07/2019,60.459999,60.740002,59.93,60.209999,60.209999,469029
15/07/2019,60.25,60.919998,59.200001,59.580002,59.580002,566818
16/07/2019,59.259998,60.060001,57.07,57.619999,57.619999,712540
17/07/2019,57.52,58.360001,56.209999,56.779999,56.779999,504432
18/07/2019,56.599998,57.32,54.720001,55.299999,55.299999,215361
19/07/2019,55.720001,56.360001,54.990002,55.630001,55.630001,105217
22/07/2019,56.220001,56.84,55.720001,56.220001,56.220001,619483
23/07/2019,56.169998,57.470001,55.740002,56.77,56.77,521876
24/07/2019,57.23,57.639999,55.330002,55.880001,55.880001,745248
25/07/2019,55.900002,56.990002,55.810001,56.02,56.02,559282
26/07/2019,55.93,56.57,55.68,56.200001,56.200001,476785
29/07/2019,56.200001,57.099998,55.810001,56.869999,56.869999,529742
30/07/2019,57.07,58.470001,56.959999,58.049999,58.049999,547401
31/07/2019,58.34,58.82,57.810001,58.580002,58.580002,614001
01/08/2019,57.849998,57.990002,53.59,53.950001,53.950001,886748
02/08/2019,54.540001,56.049999,54.150002,55.66,55.66,739810
05/08/2019,55.380001,55.610001,54.220001,54.689999,54.689999,823844
06/08/2019,54.950001,55.419998,53.290001,53.630001,53.630001,682794
07/08/2019,53.419998,53.77,50.52,51.09,51.09,1063214
08/08/2019,52.330002,53.060001,51.939999,52.540001,52.540001,724762
09/08/2019,52.880001,54.919998,52.369999,54.5,54.5,726386
12/08/2019,54.32,55.18,53.540001,54.93,54.93,611027
13/08/2019,54.73,57.470001,54.209999,57.099998,57.099998,783486
14/08/2019,56.740002,56.849998,53.970001,55.23,55.23,718293
15/08/2019,54.900002,55.330002,53.77,54.470001,54.470001,527866
16/08/2019,54.740002,55.669998,54.259998,54.869999,54.869999,168345
19/08/2019,54.959999,56.41,54.84,56.209999,56.209999,113571
20/08/2019,56.099998,56.599998,55.279999,56.34,56.34,659258
21/08/2019,56.049999,57.130001,55.549999,55.68,55.68,704035
22/08/2019,55.939999,56.459999,54.849998,55.349998,55.349998,621573
23/08/2019,55.349998,55.599998,53.240002,54.169998,54.169998,807151
26/08/2019,53.25,55.259998,52.959999,53.639999,53.639999,679022
27/08/2019,53.759998,55.720001,53.689999,54.93,54.93,596624
28/08/2019,55.709999,56.75,55.34,55.779999,55.779999,674048
29/08/2019,55.880001,56.889999,55.43,56.709999,56.709999,630760
30/08/2019,56.630001,56.720001,54.549999,55.099998,55.099998,708268
03/09/2019,55,55.240002,52.84,53.939999,53.939999,970804
04/09/2019,53.919998,56.580002,53.84,56.259998,56.259998,682298
05/09/2019,55.950001,57.759998,55.75,56.299999,56.299999,712466
06/09/2019,56.189999,56.950001,54.830002,56.52,56.52,714294
09/09/2019,56.799999,58.16,56.580002,57.849998,57.849998,646993
10/09/2019,58.029999,58.759998,57.200001,57.400002,57.400002,755472
11/09/2019,57.889999,58.299999,55.610001,55.75,55.75,858772
12/09/2019,55.93,56.34,54,55.09,55.09,845977
13/09/2019,55.150002,55.68,54.439999,54.849998,54.849998,599470
16/09/2019,61.48,63.380001,58.77,62.900002,62.900002,1404916
17/09/2019,61.959999,62.59,58.459999,59.34,59.34,993237
18/09/2019,58.810001,59.43,57.669998,58.110001,58.110001,216961
19/09/2019,58.200001,59.540001,58.009998,58.130001,58.130001,112327
20/09/2019,58.650002,59.099998,57.790001,58.09,58.09,576019
23/09/2019,59.25,59.389999,57.369999,58.639999,58.639999,526785
24/09/2019,58.439999,58.490002,56.689999,57.290001,57.290001,591529
25/09/2019,56.700001,57.02,55.549999,56.490002,56.490002,563550
26/09/2019,56.689999,56.84,55.41,56.41,56.41,599653
27/09/2019,56.509998,56.759998,54.75,55.91,55.91,712966
30/09/2019,56.540001,56.57,53.98,54.07,54.07,532522
01/10/2019,54.279999,54.84,53.049999,53.619999,53.619999,589176
02/10/2019,54,54.419998,52.169998,52.639999,52.639999,590306
03/10/2019,52.470001,52.91,50.990002,52.450001,52.450001,642466
04/10/2019,52.290001,53.349998,52.040001,52.810001,52.810001,541104
07/10/2019,52.689999,54.060001,52.59,52.75,52.75,549019
08/10/2019,52.810001,53.27,51.810001,52.630001,52.630001,658324
09/10/2019,52.57,53.740002,52.310001,52.59,52.59,632666
10/10/2019,52.689999,53.970001,51.380001,53.549999,53.549999,613944
11/10/2019,53.880001,54.93,53.639999,54.700001,54.700001,467643
14/10/2019,54.900002,54.900002,52.77,53.59,53.59,467643
15/10/2019,53.509998,53.790001,52.389999,52.810001,52.810001,511249
16/10/2019,52.919998,53.740002,52.52,53.360001,53.360001,451643
17/10/2019,52.990002,54.16,52.619999,53.93,53.93,418422
18/10/2019,54.09,54.619999,53.349998,53.779999,53.779999,174477
21/10/2019,53.709999,54.029999,52.709999,53.310001,53.310001,95979
22/10/2019,53.389999,54.619999,53.099998,54.16,54.16,506573
23/10/2019,54.299999,56.07,53.619999,55.970001,55.970001,620202
24/10/2019,55.900002,56.509998,55.41,56.23,56.23,480764
25/10/2019,56.07,56.740002,55.599998,56.66,56.66,445020
28/10/2019,56.650002,56.919998,55.580002,55.810001,55.810001,437020
29/10/2019,55.799999,55.91,54.610001,55.540001,55.540001,521457
30/10/2019,55.529999,55.73,54.419998,55.060001,55.060001,659328
31/10/2019,54.900002,55.59,53.709999,54.18,54.18,677419
01/11/2019,54.150002,56.330002,54.07,56.200001,56.200001,538117
04/11/2019,56.41,57.43,55.830002,56.540001,56.540001,580350
05/11/2019,56.560001,57.5,56.299999,57.23,57.23,435319
06/11/2019,57.259998,57.849998,56.110001,56.349998,56.349998,623258
07/11/2019,56.349998,57.880001,56.27,57.150002,57.150002,678165
08/11/2019,57.080002,57.48,55.759998,57.240002,57.240002,636941
11/11/2019,57.400002,57.400002,56.25,56.860001,56.860001,498981
12/11/2019,56.889999,57.549999,56.540001,56.799999,56.799999,586568
13/11/2019,56.790001,57.529999,56.200001,57.119999,57.119999,547635
14/11/2019,57.389999,57.790001,56.630001,56.77,56.77,516832
15/11/2019,56.91,57.970001,56.43,57.720001,57.720001,375993
18/11/2019,57.880001,58.09,56.549999,57.049999,57.049999,159328
19/11/2019,56.900002,57.110001,55.040001,55.209999,55.209999,121214
20/11/2019,55.16,57.25,54.759998,57.110001,57.110001,674891
21/11/2019,57,58.669998,56.599998,58.580002,58.580002,593533
22/11/2019,58.310001,58.740002,57.5,57.77,57.77,508244
25/11/2019,57.919998,58.150002,57.209999,58.009998,58.009998,420642
26/11/2019,57.919998,58.560001,57.759998,58.41,58.41,443816
27/11/2019,58.27,58.68,57.509998,58.110001,58.110001,454256
29/11/2019,58.130001,58.299999,55.02,55.169998,55.169998,718724
02/12/2019,55.470001,56.669998,55.419998,55.959999,55.959999,616423
03/12/2019,55.959999,56.799999,55.349998,56.099998,56.099998,560554
04/12/2019,56.43,58.66,56.279999,58.43,58.43,760541
05/12/2019,58.360001,59.119999,58.099998,58.43,58.43,649461
06/12/2019,58.32,59.849998,57.700001,59.200001,59.200001,679609
09/12/2019,59.110001,59.25,58.23,59.02,59.02,511561
10/12/2019,58.919998,59.52,58.52,59.240002,59.240002,566822
11/12/2019,59.060001,59.220001,58.110001,58.759998,58.759998,589650
12/12/2019,58.880001,59.720001,58.75,59.18,59.18,530851
13/12/2019,59.360001,60.48,59.27,60.07,60.07,512288
16/12/2019,59.869999,60.34,59.709999,60.209999,60.209999,347395
17/12/2019,60.23,61.060001,60.029999,60.939999,60.939999,163744
18/12/2019,60.549999,61.18,60.32,60.93,60.93,131071
19/12/2019,60.860001,61.470001,60.790001,61.220001,61.220001,426341
20/12/2019,61.110001,61.200001,60.02,60.439999,60.439999,552517
23/12/2019,60.41,60.77,60.099998,60.52,60.52,314711
24/12/2019,60.630001,61.16,60.470001,61.110001,61.110001,204535
26/12/2019,61.200001,61.830002,61.060001,61.68,61.68,265091
27/12/2019,61.73,61.970001,61.240002,61.720001,61.720001,351899
30/12/2019,61.709999,62.34,61.09,61.68,61.68,427149
31/12/2019,61.68,61.880001,60.630001,61.060001,61.060001,494535
02/01/2020,61.599998,61.599998,60.639999,61.18,61.18,486873
03/01/2020,61.18,64.089996,61.130001,63.049999,63.049999,885861
06/01/2020,63.709999,64.720001,62.639999,63.27,63.27,724236
07/01/2020,62.91,63.150002,62.110001,62.700001,62.700001,582649
08/01/2020,62.84,65.650002,59.150002,59.610001,59.610001,1205710
09/01/2020,59.990002,60.310001,58.66,59.560001,59.560001,750933
10/01/2020,59.610001,59.779999,58.849998,59.040001,59.040001,596186
13/01/2020,59.040001,59.27,57.91,58.080002,58.080002,584002
14/01/2020,58.029999,58.720001,57.720001,58.23,58.23,507714
15/01/2020,58.200001,58.360001,57.360001,57.810001,57.810001,433169
16/01/2020,58.099998,58.869999,57.560001,58.52,58.52,182871
17/01/2020,58.59,58.98,58.27,58.540001,58.540001,122561
21/01/2020,59.169998,59.73,57.68,58.34,58.34,648335
22/01/2020,58.259998,58.380001,56.029999,56.740002,56.740002,620119
23/01/2020,56.110001,56.27,54.77,55.59,55.59,703995
24/01/2020,55.689999,55.950001,53.849998,54.189999,54.189999,586195
27/01/2020,53.700001,53.709999,52.130001,53.139999,53.139999,712880
28/01/2020,52.77,54.060001,52.68,53.48,53.48,633963
29/01/2020,53.970001,54.369999,52.810001,53.330002,53.330002,624979
30/01/2020,53.09,53.200001,51.66,52.139999,52.139999,720123
31/01/2020,52.919998,53.360001,50.970001,51.560001,51.560001,827907
03/02/2020,51.009998,51.970001,49.799999,50.110001,50.110001,876044
04/02/2020,49.939999,51.549999,49.310001,49.610001,49.610001,859357
05/02/2020,49.509998,51.880001,49.470001,50.75,50.75,887946
06/02/2020,51.169998,52.200001,50.240002,50.950001,50.950001,750659
07/02/2020,51.110001,51.48,50.09,50.32,50.32,768345
10/02/2020,50.119999,50.490002,49.419998,49.57,49.57,715894
11/02/2020,49.610001,50.689999,49.580002,49.939999,49.939999,725733
12/02/2020,49.959999,51.73,49.950001,51.169998,51.169998,795256
13/02/2020,51.720001,51.959999,50.599998,51.419998,51.419998,745400
14/02/2020,51.509998,52.34,51.32,52.049999,52.049999,607343
18/02/2020,52.23,52.41,50.880001,52.049999,52.049999,221774
19/02/2020,52.119999,53.66,51.93,53.290001,53.290001,113683
20/02/2020,53.5,54.5,53.220001,53.779999,53.779999,676179
21/02/2020,53.740002,53.860001,52.549999,53.380001,53.380001,707555
24/02/2020,52.599998,52.639999,50.450001,51.43,51.43,765515
25/02/2020,51.369999,52.02,49.689999,49.900002,49.900002,764989
26/02/2020,50.080002,50.439999,48.299999,48.73,48.73,884482
27/02/2020,48.630001,48.779999,45.880001,47.09,47.09,1011915
28/02/2020,46.490002,47.029999,43.849998,44.759998,44.759998,1101659
02/03/2020,43.700001,47.560001,43.32,46.75,46.75,949471
03/03/2020,47.720001,48.66,46.470001,47.18,47.18,1011933
04/03/2020,46.939999,48.41,46.650002,46.779999,46.779999,745856
05/03/2020,47.130001,47.57,45.650002,45.900002,45.900002,704591
06/03/2020,46.09,46.380001,41.049999,41.279999,41.279999,1276180
09/03/2020,32.869999,34.880001,27.34,31.129999,31.129999,1774383
10/03/2020,30.370001,35.02,30.200001,34.360001,34.360001,1064632
11/03/2020,34.619999,36.349998,32.560001,32.98,32.98,874646
12/03/2020,33.07,33.630001,30.02,31.5,31.5,1025036
13/03/2020,30.77,33.869999,30.33,31.73,31.73,743129
16/03/2020,33.75,33.75,28.1,28.700001,28.700001,698829
17/03/2020,28.690001,30.299999,26.629999,26.950001,26.950001,545820
18/03/2020,26.940001,27.219999,20.059999,20.370001,20.370001,309481
19/03/2020,22.299999,27.709999,21.360001,25.219999,25.219999,136722
20/03/2020,24.73,27.889999,19.459999,22.43,22.43,1133808
23/03/2020,22.52,24.07,20.799999,23.360001,23.360001,852951
24/03/2020,23.870001,25.16,23.09,24.01,24.01,659697
25/03/2020,24.370001,25.24,22.91,24.49,24.49,618725
26/03/2020,24.25,24.65,22.379999,22.6,22.6,633877
27/03/2020,23.290001,23.440001,20.879999,21.51,21.51,603124
30/03/2020,20.93,20.93,19.27,20.09,20.09,758711
31/03/2020,20.23,21.889999,20.01,20.48,20.48,660082
01/04/2020,20.1,21.549999,19.9,20.309999,20.309999,703286
02/04/2020,21.219999,27.389999,20.76,25.32,25.32,1095972
03/04/2020,24.809999,29.129999,23.52,28.34,28.34,1007577
06/04/2020,26.09,28.24,25.280001,26.08,26.08,752710
07/04/2020,26.34,27.24,23.540001,23.629999,23.629999,797707
08/04/2020,24.299999,26.450001,23.74,25.09,25.09,823554
09/04/2020,26.280001,28.360001,22.57,22.76,22.76,1122149
13/04/2020,24.6,24.74,22.030001,22.41,22.41,775120
14/04/2020,22.360001,23.08,19.950001,20.110001,20.110001,785478
15/04/2020,20.719999,20.889999,19.200001,19.870001,19.870001,544797
16/04/2020,20.15,20.530001,19.42,19.870001,19.870001,350942
17/04/2020,20,20.219999,17.309999,18.27,18.27,240628
20/04/2020,17.73,17.85,-40.32,-37.630001,-37.630001,247947
21/04/2020,-14,13.86,-16.74,10.01,10.01,2288230
22/04/2020,13.12,16.18,10.26,13.78,13.78,1235218
23/04/2020,14.2,18.26,13.35,16.5,16.5,833584
24/04/2020,16.780001,17.969999,15.64,16.940001,16.940001,600220
27/04/2020,16.84,16.98,11.88,12.78,12.78,623201
28/04/2020,12.96,13.69,10.07,12.34,12.34,897087
29/04/2020,13.35,16.780001,12.67,15.06,15.06,554134
30/04/2020,15.64,19.440001,15.45,18.84,18.84,545344
01/05/2020,19.040001,20.48,18.07,19.780001,19.780001,403201
04/05/2020,19.110001,21.42,18.049999,20.389999,20.389999,311488
05/05/2020,21.24,25.49,21.129999,24.559999,24.559999,387240
06/05/2020,25.52,26.08,22.58,23.99,23.99,381165
07/05/2020,24.09,26.74,22.940001,23.549999,23.549999,310261
08/05/2020,23.35,24.99,23.26,24.74,24.74,205181
11/05/2020,24.49,25.58,23.67,24.139999,24.139999,179591
12/05/2020,24.49,26.23,24.219999,25.780001,25.780001,212335
13/05/2020,25.299999,26.450001,24.790001,25.290001,25.290001,150864
14/05/2020,25.559999,27.959999,25.18,27.559999,27.559999,160507
15/05/2020,27.639999,29.92,27.24,29.43,29.43,108016
18/05/2020,29.530001,33.32,29.530001,31.82,31.82,89376
19/05/2020,32.830002,33.439999,31.34,32.5,32.5,430823
20/05/2020,31.889999,33.779999,31.559999,33.490002,33.490002,406431
21/05/2020,33.529999,34.66,33.259998,33.919998,33.919998,372814
22/05/2020,33.950001,34,30.719999,33.25,33.25,429036
26/05/2020,33.299999,34.810001,32.48,34.349998,34.349998,466737
27/05/2020,34.139999,34.32,31.75,32.810001,32.810001,415246
28/05/2020,32.099998,34.209999,31.139999,33.709999,33.709999,440168
29/05/2020,33.68,35.77,32.360001,35.490002,35.490002,443647
01/06/2020,35.209999,35.900002,34.27,35.439999,35.439999,385710
02/06/2020,35.560001,37.060001,35.279999,36.810001,36.810001,343483
03/06/2020,36.860001,38.18,35.880001,37.290001,37.290001,494253
04/06/2020,36.759998,37.619999,36.380001,37.41,37.41,307612
05/06/2020,37.330002,39.68,37.049999,39.549999,39.549999,396856
08/06/2020,39.41,40.439999,37.959999,38.189999,38.189999,416639
09/06/2020,38.220001,39.099998,37.07,38.939999,38.939999,396033
10/06/2020,38.5,39.91,37.73,39.599998,39.599998,385868
11/06/2020,39.09,39.09,35.41,36.34,36.34,513912
12/06/2020,36.259998,36.990002,34.48,36.259998,36.259998,406508
15/06/2020,36.029999,37.259998,34.360001,37.119999,37.119999,387546
16/06/2020,37.049999,39.060001,36.380001,38.380001,38.380001,366323
17/06/2020,37.93,38.75,37.209999,37.959999,37.959999,239516
18/06/2020,37.740002,38.970001,37.110001,38.84,38.84,113384
19/06/2020,38.849998,40.490002,38.400002,39.75,39.75,64113
